Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
1 FRACTURE_1_S 16 1.04351 -0.0959898 -0.00439699 2.85964e+009 2.6133e+008 2.81196e+008 3.96408e+008 -10.3408 -6.22142
1 FRACTURE_1_S 17 1.00825 -0.290221 -0.00885277 2.94848e+009 3.73005e+008 2.26862e+008 4.20463e+008 -13.9434 -4.85201
1 FRACTURE_1_S 18 0.932714 -0.483517 -0.00879203 3.02554e+009 3.32564e+008 9.03279e+007 4.35292e+008 -12.8505 -2.02048
1 FRACTURE_1_S 19 0.816531 -0.663573 -0.00882361 3.03555e+009 3.42752e+008 7.4229e+007 4.38128e+008 -13.2087 -1.66174
1 FRACTURE_1_S 20 0.664364 -0.818081 -0.00895734 3.02068e+009 3.46401e+008 6.11171e+007 4.33804e+008 -13.4315 -1.38008
1 FRACTURE_1_S 21 0.485525 -0.937301 -0.00918372 3.07428e+009 3.20777e+008 1.23557e+008 4.49758e+008 -12.1814 -2.6983
1 FRACTURE_1_S 22 0.292166 -1.01591 -0.00944451 2.98316e+009 3.20714e+008 2.21614e+008 4.28111e+008 -12.1565 -4.77273
1 FRACTURE_1_S 23 0.0967395 -1.05363 -0.00966241 2.81402e+009 2.3889e+008 4.05969e+008 3.94466e+008 -9.3353 -8.70026
1 FRACTURE_1_S 24 -0.0966941 -1.05342 -0.00981253 2.48189e+009 2.15216e+007 5.36282e+008 3.2471e+008 -0.98772 -12.7341
1 FRACTURE_1_S 25 -0.292006 -1.01539 -0.00991556 2.04192e+009 -2.30757e+008 4.77611e+008 2.26452e+008 11.2536 -12.5502
1 FRACTURE_1_S 26 -0.48525 -0.936743 -0.0100028 1.7854e+009 -3.88765e+008 2.87942e+008 1.6687e+008 20.3606 -8.6707
1 FRACTURE_1_S 27 -0.664126 -0.817721 -0.0101207 1.66663e+009 -4.52886e+008 1.00517e+008 1.4108e+008 25.6469 -3.46397
1 FRACTURE_1_S 28 -0.816786 -0.663639 -0.0102178 1.66527e+009 -4.45289e+008 -1.00431e+008 1.40545e+008 25.3565 3.47494
1 FRACTURE_1_S 29 -0.934415 -0.484155 -0.0101582 1.8134e+009 -3.91302e+008 -2.84974e+008 1.71474e+008 20.2746 8.49569
1 FRACTURE_1_S 30 -1.01287 -0.291189 -0.0100261 2.07493e+009 -2.22198e+008 -4.8838e+008 2.3394e+008 10.7223 12.6612
1 FRACTURE_1_S 31 -1.05952 -0.0957212 -0.00892545 2.49259e+009 1.8347e+007 -5.1665e+008 3.24615e+008 -0.845824 12.3495
1 FRACTURE_2_S 0 -0.0650141 1.09917 0.494457 2.78337e+009 -1.1293e+008 -3.37308e+008 3.77968e+008 4.80394 7.77734
